t,type,op,id,kind,source,target,layer,weight,label
3274,EDGE,add,"nx:900,3220:0,5",,"px:900,3220:0,5","px:900,3220:1,5",next-x,1,
3275,EDGE,add,"ny:900,3220:1,4",,"px:900,3220:1,4","px:900,3220:1,5",next-y,1,
3276,NODE,add,"px:900,3220:2,5",pixel,,,,0.48627450980392156,"34,85,253"
3277,EDGE,add,"nx:900,3220:1,5",,"px:900,3220:1,5","px:900,3220:2,5",next-x,1,
3278,EDGE,add,"ny:900,3220:2,4",,"px:900,3220:2,4","px:900,3220:2,5",next-y,1,
3279,NODE,add,"px:900,3220:3,5",pixel,,,,0.5111111111111112,"51,85,255"
3280,EDGE,add,"nx:900,3220:2,5",,"px:900,3220:2,5","px:900,3220:3,5",next-x,1,
3281,EDGE,add,"ny:900,3220:3,4",,"px:900,3220:3,4","px:900,3220:3,5",next-y,1,
3282,NODE,add,"px:900,3220:4,5",pixel,,,,0.530718954248366,"68,85,253"
3283,EDGE,add,"nx:900,3220:3,5",,"px:900,3220:3,5","px:900,3220:4,5",next-x,1,
3284,EDGE,add,"ny:900,3220:4,4",,"px:900,3220:4,4","px:900,3220:4,5",next-y,1,
3285,NODE,add,"px:900,3220:5,5",pixel,,,,0.542483660130719,"85,85,245"
3286,EDGE,add,"nx:900,3220:4,5",,"px:900,3220:4,5","px:900,3220:5,5",next-x,1,
3287,EDGE,add,"ny:900,3220:5,4",,"px:900,3220:5,4","px:900,3220:5,5",next-y,1,
3288,NODE,add,"px:900,3220:6,5",pixel,,,,0.550326797385621,"102,85,234"
3289,EDGE,add,"nx:900,3220:5,5",,"px:900,3220:5,5","px:900,3220:6,5",next-x,1,
3290,EDGE,add,"ny:900,3220:6,4",,"px:900,3220:6,4","px:900,3220:6,5",next-y,1,
3291,NODE,add,"px:900,3220:7,5",pixel,,,,0.5516339869281045,"119,85,218"
3292,EDGE,add,"nx:900,3220:6,5",,"px:900,3220:6,5","px:900,3220:7,5",next-x,1,
3293,EDGE,add,"ny:900,3220:7,4",,"px:900,3220:7,4","px:900,3220:7,5",next-y,1,
3294,NODE,add,"px:900,3220:8,5",pixel,,,,0.5490196078431373,"136,85,199"
3295,EDGE,add,"nx:900,3220:7,5",,"px:900,3220:7,5","px:900,3220:8,5",next-x,1,
3296,EDGE,add,"ny:900,3220:8,4",,"px:900,3220:8,4","px:900,3220:8,5",next-y,1,
3297,NODE,add,"px:900,3220:9,5",pixel,,,,0.542483660130719,"153,85,177"
3298,EDGE,add,"nx:900,3220:8,5",,"px:900,3220:8,5","px:900,3220:9,5",next-x,1,
3299,EDGE,add,"ny:900,3220:9,4",,"px:900,3220:9,4","px:900,3220:9,5",next-y,1,
3300,NODE,add,"px:900,3220:10,5",pixel,,,,0.5333333333333333,"170,85,153"
3301,EDGE,add,"nx:900,3220:9,5",,"px:900,3220:9,5","px:900,3220:10,5",next-x,1,
3302,EDGE,add,"ny:900,3220:10,4",,"px:900,3220:10,4","px:900,3220:10,5",next-y,1,
3303,NODE,add,"px:900,3220:11,5",pixel,,,,0.5228758169934641,"187,85,128"
3304,EDGE,add,"nx:900,3220:10,5",,"px:900,3220:10,5","px:900,3220:11,5",next-x,1,
3305,EDGE,add,"ny:900,3220:11,4",,"px:900,3220:11,4","px:900,3220:11,5",next-y,1,
3306,NODE,add,"px:900,3220:12,5",pixel,,,,0.5124183006535947,"204,85,103"
3307,EDGE,add,"nx:900,3220:11,5",,"px:900,3220:11,5","px:900,3220:12,5",next-x,1,
3308,EDGE,add,"ny:900,3220:12,4",,"px:900,3220:12,4","px:900,3220:12,5",next-y,1,
3309,NODE,add,"px:900,3220:13,5",pixel,,,,0.5032679738562091,"221,85,79"
3310,EDGE,add,"nx:900,3220:12,5",,"px:900,3220:12,5","px:900,3220:13,5",next-x,1,
3311,EDGE,add,"ny:900,3220:13,4",,"px:900,3220:13,4","px:900,3220:13,5",next-y,1,
3312,NODE,add,"px:900,3220:14,5",pixel,,,,0.49673202614379086,"238,85,57"
3313,EDGE,add,"nx:900,3220:13,5",,"px:900,3220:13,5","px:900,3220:14,5",next-x,1,
3314,EDGE,add,"ny:900,3220:14,4",,"px:900,3220:14,4","px:900,3220:14,5",next-y,1,
3315,NODE,add,"px:900,3220:15,5",pixel,,,,0.49411764705882355,"255,85,38"
3316,EDGE,add,"nx:900,3220:14,5",,"px:900,3220:14,5","px:900,3220:15,5",next-x,1,
3317,EDGE,add,"ny:900,3220:15,4",,"px:900,3220:15,4","px:900,3220:15,5",next-y,1,
3318,NODE,add,"px:900,3220:0,6",pixel,,,,0.45359477124183006,"0,102,245"
3319,EDGE,add,"ny:900,3220:0,5",,"px:900,3220:0,5","px:900,3220:0,6",next-y,1,
3320,NODE,add,"px:900,3220:1,6",pixel,,,,0.48627450980392156,"17,102,253"
3321,EDGE,add,"nx:900,3220:0,6",,"px:900,3220:0,6","px:900,3220:1,6",next-x,1,
3322,EDGE,add,"ny:900,3220:1,5",,"px:900,3220:1,5","px:900,3220:1,6",next-y,1,
3323,NODE,add,"px:900,3220:2,6",pixel,,,,0.5111111111111112,"34,102,255"
3324,EDGE,add,"nx:900,3220:1,6",,"px:900,3220:1,6","px:900,3220:2,6",next-x,1,
3325,EDGE,add,"ny:900,3220:2,5",,"px:900,3220:2,5","px:900,3220:2,6",next-y,1,
3326,NODE,add,"px:900,3220:3,6",pixel,,,,0.530718954248366,"51,102,253"
3327,EDGE,add,"nx:900,3220:2,6",,"px:900,3220:2,6","px:900,3220:3,6",next-x,1,
3328,EDGE,add,"ny:900,3220:3,5",,"px:900,3220:3,5","px:900,3220:3,6",next-y,1,
3329,NODE,add,"px:900,3220:4,6",pixel,,,,0.542483660130719,"68,102,245"
3330,EDGE,add,"nx:900,3220:3,6",,"px:900,3220:3,6","px:900,3220:4,6",next-x,1,
3331,EDGE,add,"ny:900,3220:4,5",,"px:900,3220:4,5","px:900,3220:4,6",next-y,1,
3332,NODE,add,"px:900,3220:5,6",pixel,,,,0.550326797385621,"85,102,234"
3333,EDGE,add,"nx:900,3220:4,6",,"px:900,3220:4,6","px:900,3220:5,6",next-x,1,
3334,EDGE,add,"ny:900,3220:5,5",,"px:900,3220:5,5","px:900,3220:5,6",next-y,1,
3335,NODE,add,"px:900,3220:6,6",pixel,,,,0.5516339869281045,"102,102,218"
3336,EDGE,add,"nx:900,3220:5,6",,"px:900,3220:5,6","px:900,3220:6,6",next-x,1,
3337,EDGE,add,"ny:900,3220:6,5",,"px:900,3220:6,5","px:900,3220:6,6",next-y,1,
3338,NODE,add,"px:900,3220:7,6",pixel,,,,0.5490196078431373,"119,102,199"
3339,EDGE,add,"nx:900,3220:6,6",,"px:900,3220:6,6","px:900,3220:7,6",next-x,1,
3340,EDGE,add,"ny:900,3220:7,5",,"px:900,3220:7,5","px:900,3220:7,6",next-y,1,
3341,NODE,add,"px:900,3220:8,6",pixel,,,,0.542483660130719,"136,102,177"
3342,EDGE,add,"nx:900,3220:7,6",,"px:900,3220:7,6","px:900,3220:8,6",next-x,1,
3343,EDGE,add,"ny:900,3220:8,5",,"px:900,3220:8,5","px:900,3220:8,6",next-y,1,
3344,NODE,add,"px:900,3220:9,6",pixel,,,,0.5333333333333333,"153,102,153"
3345,EDGE,add,"nx:900,3220:8,6",,"px:900,3220:8,6","px:900,3220:9,6",next-x,1,
3346,EDGE,add,"ny:900,3220:9,5",,"px:900,3220:9,5","px:900,3220:9,6",next-y,1,
3347,NODE,add,"px:900,3220:10,6",pixel,,,,0.5228758169934641,"170,102,128"
3348,EDGE,add,"nx:900,3220:9,6",,"px:900,3220:9,6","px:900,3220:10,6",next-x,1,
3349,EDGE,add,"ny:900,3220:10,5",,"px:900,3220:10,5","px:900,3220:10,6",next-y,1,
3350,NODE,add,"px:900,3220:11,6",pixel,,,,0.5124183006535947,"187,102,103"
3351,EDGE,add,"nx:900,3220:10,6",,"px:900,3220:10,6","px:900,3220:11,6",next-x,1,
3352,EDGE,add,"ny:900,3220:11,5",,"px:900,3220:11,5","px:900,3220:11,6",next-y,1,
3353,NODE,add,"px:900,3220:12,6",pixel,,,,0.5032679738562091,"204,102,79"
3354,EDGE,add,"nx:900,3220:11,6",,"px:900,3220:11,6","px:900,3220:12,6",next-x,1,
3355,EDGE,add,"ny:900,3220:12,5",,"px:900,3220:12,5","px:900,3220:12,6",next-y,1,
3356,NODE,add,"px:900,3220:13,6",pixel,,,,0.49673202614379086,"221,102,57"
3357,EDGE,add,"nx:900,3220:12,6",,"px:900,3220:12,6","px:900,3220:13,6",next-x,1,
3358,EDGE,add,"ny:900,3220:13,5",,"px:900,3220:13,5","px:900,3220:13,6",next-y,1,
3359,NODE,add,"px:900,3220:14,6",pixel,,,,0.49411764705882355,"238,102,38"
3360,EDGE,add,"nx:900,3220:13,6",,"px:900,3220:13,6","px:900,3220:14,6",next-x,1,
3361,EDGE,add,"ny:900,3220:14,5",,"px:900,3220:14,5","px:900,3220:14,6",next-y,1,
3362,NODE,add,"px:900,3220:15,6",pixel,,,,0.49542483660130715,"255,102,22"
3363,EDGE,add,"nx:900,3220:14,6",,"px:900,3220:14,6","px:900,3220:15,6",next-x,1,
3364,EDGE,add,"ny:900,3220:15,5",,"px:900,3220:15,5","px:900,3220:15,6",next-y,1,
3365,NODE,add,"px:900,3220:0,7",pixel,,,,0.48627450980392156,"0,119,253"
3366,EDGE,add,"ny:900,3220:0,6",,"px:900,3220:0,6","px:900,3220:0,7",next-y,1,
3367,NODE,add,"px:900,3220:1,7",pixel,,,,0.5111111111111112,"17,119,255"
3368,EDGE,add,"nx:900,3220:0,7",,"px:900,3220:0,7","px:900,3220:1,7",next-x,1,
3369,EDGE,add,"ny:900,3220:1,6",,"px:900,3220:1,6","px:900,3220:1,7",next-y,1,
3370,NODE,add,"px:900,3220:2,7",pixel,,,,0.530718954248366,"34,119,253"
3371,EDGE,add,"nx:900,3220:1,7",,"px:900,3220:1,7","px:900,3220:2,7",next-x,1,
3372,EDGE,add,"ny:900,3220:2,6",,"px:900,3220:2,6","px:900,3220:2,7",next-y,1,
3373,NODE,add,"px:900,3220:3,7",pixel,,,,0.542483660130719,"51,119,245"
3374,EDGE,add,"nx:900,3220:2,7",,"px:900,3220:2,7","px:900,3220:3,7",next-x,1,
3375,EDGE,add,"ny:900,3220:3,6",,"px:900,3220:3,6","px:900,3220:3,7",next-y,1,
3376,NODE,add,"px:900,3220:4,7",pixel,,,,0.550326797385621,"68,119,234"
3377,EDGE,add,"nx:900,3220:3,7",,"px:900,3220:3,7","px:900,3220:4,7",next-x,1,
3378,EDGE,add,"ny:900,3220:4,6",,"px:900,3220:4,6","px:900,3220:4,7",next-y,1,
3379,NODE,add,"px:900,3220:5,7",pixel,,,,0.5516339869281045,"85,119,218"
3380,EDGE,add,"nx:900,3220:4,7",,"px:900,3220:4,7","px:900,3220:5,7",next-x,1,
3381,EDGE,add,"ny:900,3220:5,6",,"px:900,3220:5,6","px:900,3220:5,7",next-y,1,
3382,NODE,add,"px:900,3220:6,7",pixel,,,,0.5490196078431373,"102,119,199"
3383,EDGE,add,"nx:900,3220:5,7",,"px:900,3220:5,7","px:900,3220:6,7",next-x,1,
3384,EDGE,add,"ny:900,3220:6,6",,"px:900,3220:6,6","px:900,3220:6,7",next-y,1,
3385,NODE,add,"px:900,3220:7,7",pixel,,,,0.542483660130719,"119,119,177"
3386,EDGE,add,"nx:900,3220:6,7",,"px:900,3220:6,7","px:900,3220:7,7",next-x,1,
3387,EDGE,add,"ny:900,3220:7,6",,"px:900,3220:7,6","px:900,3220:7,7",next-y,1,
3388,NODE,add,"px:900,3220:8,7",pixel,,,,0.5333333333333333,"136,119,153"
3389,EDGE,add,"nx:900,3220:7,7",,"px:900,3220:7,7","px:900,3220:8,7",next-x,1,
3390,EDGE,add,"ny:900,3220:8,6",,"px:900,3220:8,6","px:900,3220:8,7",next-y,1,
3391,NODE,add,"px:900,3220:9,7",pixel,,,,0.5228758169934641,"153,119,128"
3392,EDGE,add,"nx:900,3220:8,7",,"px:900,3220:8,7","px:900,3220:9,7",next-x,1,
3393,EDGE,add,"ny:900,3220:9,6",,"px:900,3220:9,6","px:900,3220:9,7",next-y,1,
3394,NODE,add,"px:900,3220:10,7",pixel,,,,0.5124183006535947,"170,119,103"
3395,EDGE,add,"nx:900,3220:9,7",,"px:900,3220:9,7","px:900,3220:10,7",next-x,1,
3396,EDGE,add,"ny:900,3220:10,6",,"px:900,3220:10,6","px:900,3220:10,7",next-y,1,
3397,NODE,add,"px:900,3220:11,7",pixel,,,,0.5032679738562091,"187,119,79"
3398,EDGE,add,"nx:900,3220:10,7",,"px:900,3220:10,7","px:900,3220:11,7",next-x,1,
3399,EDGE,add,"ny:900,3220:11,6",,"px:900,3220:11,6","px:900,3220:11,7",next-y,1,
3400,NODE,add,"px:900,3220:12,7",pixel,,,,0.49673202614379086,"204,119,57"
3401,EDGE,add,"nx:900,3220:11,7",,"px:900,3220:11,7","px:900,3220:12,7",next-x,1,
3402,EDGE,add,"ny:900,3220:12,6",,"px:900,3220:12,6","px:900,3220:12,7",next-y,1,
3403,NODE,add,"px:900,3220:13,7",pixel,,,,0.49411764705882355,"221,119,38"
3404,EDGE,add,"nx:900,3220:12,7",,"px:900,3220:12,7","px:900,3220:13,7",next-x,1,
3405,EDGE,add,"ny:900,3220:13,6",,"px:900,3220:13,6","px:900,3220:13,7",next-y,1,
3406,NODE,add,"px:900,3220:14,7",pixel,,,,0.49542483660130715,"238,119,22"
3407,EDGE,add,"nx:900,3220:13,7",,"px:900,3220:13,7","px:900,3220:14,7",next-x,1,
3408,EDGE,add,"ny:900,3220:14,6",,"px:900,3220:14,6","px:900,3220:14,7",next-y,1,
3409,NODE,add,"px:900,3220:15,7",pixel,,,,0.5032679738562091,"255,119,11"
3410,EDGE,add,"nx:900,3220:14,7",,"px:900,3220:14,7","px:900,3220:15,7",next-x,1,
3411,EDGE,add,"ny:900,3220:15,6",,"px:900,3220:15,6","px:900,3220:15,7",next-y,1,
3412,NODE,add,"px:900,3220:0,8",pixel,,,,0.5111111111111112,"0,136,255"
3413,EDGE,add,"ny:900,3220:0,7",,"px:900,3220:0,7","px:900,3220:0,8",next-y,1,
3414,NODE,add,"px:900,3220:1,8",pixel,,,,0.530718954248366,"17,136,253"
3415,EDGE,add,"nx:900,3220:0,8",,"px:900,3220:0,8","px:900,3220:1,8",next-x,1,
3416,EDGE,add,"ny:900,3220:1,7",,"px:900,3220:1,7","px:900,3220:1,8",next-y,1,
3417,NODE,add,"px:900,3220:2,8",pixel,,,,0.542483660130719,"34,136,245"
3418,EDGE,add,"nx:900,3220:1,8",,"px:900,3220:1,8","px:900,3220:2,8",next-x,1,
3419,EDGE,add,"ny:900,3220:2,7",,"px:900,3220:2,7","px:900,3220:2,8",next-y,1,
3420,NODE,add,"px:900,3220:3,8",pixel,,,,0.550326797385621,"51,136,234"
3421,EDGE,add,"nx:900,3220:2,8",,"px:900,3220:2,8","px:900,3220:3,8",next-x,1,
3422,EDGE,add,"ny:900,3220:3,7",,"px:900,3220:3,7","px:900,3220:3,8",next-y,1,
3423,NODE,add,"px:900,3220:4,8",pixel,,,,0.5516339869281045,"68,136,218"
3424,EDGE,add,"nx:900,3220:3,8",,"px:900,3220:3,8","px:900,3220:4,8",next-x,1,
3425,EDGE,add,"ny:900,3220:4,7",,"px:900,3220:4,7","px:900,3220:4,8",next-y,1,
3426,NODE,add,"px:900,3220:5,8",pixel,,,,0.5490196078431373,"85,136,199"
3427,EDGE,add,"nx:900,3220:4,8",,"px:900,3220:4,8","px:900,3220:5,8",next-x,1,
3428,EDGE,add,"ny:900,3220:5,7",,"px:900,3220:5,7","px:900,3220:5,8",next-y,1,
3429,NODE,add,"px:900,3220:6,8",pixel,,,,0.542483660130719,"102,136,177"
3430,EDGE,add,"nx:900,3220:5,8",,"px:900,3220:5,8","px:900,3220:6,8",next-x,1,
3431,EDGE,add,"ny:900,3220:6,7",,"px:900,3220:6,7","px:900,3220:6,8",next-y,1,
3432,NODE,add,"px:900,3220:7,8",pixel,,,,0.5333333333333333,"119,136,153"
3433,EDGE,add,"nx:900,3220:6,8",,"px:900,3220:6,8","px:900,3220:7,8",next-x,1,
3434,EDGE,add,"ny:900,3220:7,7",,"px:900,3220:7,7","px:900,3220:7,8",next-y,1,
3435,NODE,add,"px:900,3220:8,8",pixel,,,,0.5228758169934641,"136,136,128"
3436,EDGE,add,"nx:900,3220:7,8",,"px:900,3220:7,8","px:900,3220:8,8",next-x,1,
3437,EDGE,add,"ny:900,3220:8,7",,"px:900,3220:8,7","px:900,3220:8,8",next-y,1,
3438,NODE,add,"px:900,3220:9,8",pixel,,,,0.5124183006535947,"153,136,103"
3439,EDGE,add,"nx:900,3220:8,8",,"px:900,3220:8,8","px:900,3220:9,8",next-x,1,
3440,EDGE,add,"ny:900,3220:9,7",,"px:900,3220:9,7","px:900,3220:9,8",next-y,1,
3441,NODE,add,"px:900,3220:10,8",pixel,,,,0.5032679738562091,"170,136,79"
3442,EDGE,add,"nx:900,3220:9,8",,"px:900,3220:9,8","px:900,3220:10,8",next-x,1,
3443,EDGE,add,"ny:900,3220:10,7",,"px:900,3220:10,7","px:900,3220:10,8",next-y,1,
3444,NODE,add,"px:900,3220:11,8",pixel,,,,0.49673202614379086,"187,136,57"
3445,EDGE,add,"nx:900,3220:10,8",,"px:900,3220:10,8","px:900,3220:11,8",next-x,1,
3446,EDGE,add,"ny:900,3220:11,7",,"px:900,3220:11,7","px:900,3220:11,8",next-y,1,
3447,NODE,add,"px:900,3220:12,8",pixel,,,,0.49411764705882355,"204,136,38"
3448,EDGE,add,"nx:900,3220:11,8",,"px:900,3220:11,8","px:900,3220:12,8",next-x,1,
3449,EDGE,add,"ny:900,3220:12,7",,"px:900,3220:12,7","px:900,3220:12,8",next-y,1,
3450,NODE,add,"px:900,3220:13,8",pixel,,,,0.49542483660130715,"221,136,22"
3451,EDGE,add,"nx:900,3220:12,8",,"px:900,3220:12,8","px:900,3220:13,8",next-x,1,
3452,EDGE,add,"ny:900,3220:13,7",,"px:900,3220:13,7","px:900,3220:13,8",next-y,1,
3453,NODE,add,"px:900,3220:14,8",pixel,,,,0.5032679738562091,"238,136,11"
3454,EDGE,add,"nx:900,3220:13,8",,"px:900,3220:13,8","px:900,3220:14,8",next-x,1,
3455,EDGE,add,"ny:900,3220:14,7",,"px:900,3220:14,7","px:900,3220:14,8",next-y,1,
3456,NODE,add,"px:900,3220:15,8",pixel,,,,0.5150326797385621,"255,136,3"
3457,EDGE,add,"nx:900,3220:14,8",,"px:900,3220:14,8","px:900,3220:15,8",next-x,1,
3458,EDGE,add,"ny:900,3220:15,7",,"px:900,3220:15,7","px:900,3220:15,8",next-y,1,
3459,NODE,add,"px:900,3220:0,9",pixel,,,,0.530718954248366,"0,153,253"
3460,EDGE,add,"ny:900,3220:0,8",,"px:900,3220:0,8","px:900,3220:0,9",next-y,1,
3461,NODE,add,"px:900,3220:1,9",pixel,,,,0.542483660130719,"17,153,245"
3462,EDGE,add,"nx:900,3220:0,9",,"px:900,3220:0,9","px:900,3220:1,9",next-x,1,
3463,EDGE,add,"ny:900,3220:1,8",,"px:900,3220:1,8","px:900,3220:1,9",next-y,1,
3464,NODE,add,"px:900,3220:2,9",pixel,,,,0.550326797385621,"34,153,234"
3465,EDGE,add,"nx:900,3220:1,9",,"px:900,3220:1,9","px:900,3220:2,9",next-x,1,
3466,EDGE,add,"ny:900,3220:2,8",,"px:900,3220:2,8","px:900,3220:2,9",next-y,1,
3467,NODE,add,"px:900,3220:3,9",pixel,,,,0.5516339869281045,"51,153,218"
3468,EDGE,add,"nx:900,3220:2,9",,"px:900,3220:2,9","px:900,3220:3,9",next-x,1,
3469,EDGE,add,"ny:900,3220:3,8",,"px:900,3220:3,8","px:900,3220:3,9",next-y,1,
3470,NODE,add,"px:900,3220:4,9",pixel,,,,0.5490196078431373,"68,153,199"
3471,EDGE,add,"nx:900,3220:3,9",,"px:900,3220:3,9","px:900,3220:4,9",next-x,1,
3472,EDGE,add,"ny:900,3220:4,8",,"px:900,3220:4,8","px:900,3220:4,9",next-y,1,
3473,NODE,add,"px:900,3220:5,9",pixel,,,,0.542483660130719,"85,153,177"
3474,EDGE,add,"nx:900,3220:4,9",,"px:900,3220:4,9","px:900,3220:5,9",next-x,1,
3475,EDGE,add,"ny:900,3220:5,8",,"px:900,3220:5,8","px:900,3220:5,9",next-y,1,
3476,NODE,add,"px:900,3220:6,9",pixel,,,,0.5333333333333333,"102,153,153"
3477,EDGE,add,"nx:900,3220:5,9",,"px:900,3220:5,9","px:900,3220:6,9",next-x,1,
3478,EDGE,add,"ny:900,3220:6,8",,"px:900,3220:6,8","px:900,3220:6,9",next-y,1,
3479,NODE,add,"px:900,3220:7,9",pixel,,,,0.5228758169934641,"119,153,128"
3480,EDGE,add,"nx:900,3220:6,9",,"px:900,3220:6,9","px:900,3220:7,9",next-x,1,
3481,EDGE,add,"ny:900,3220:7,8",,"px:900,3220:7,8","px:900,3220:7,9",next-y,1,
3482,NODE,add,"px:900,3220:8,9",pixel,,,,0.5124183006535947,"136,153,103"
3483,EDGE,add,"nx:900,3220:7,9",,"px:900,3220:7,9","px:900,3220:8,9",next-x,1,
3484,EDGE,add,"ny:900,3220:8,8",,"px:900,3220:8,8","px:900,3220:8,9",next-y,1,
3485,NODE,add,"px:900,3220:9,9",pixel,,,,0.5032679738562091,"153,153,79"
3486,EDGE,add,"nx:900,3220:8,9",,"px:900,3220:8,9","px:900,3220:9,9",next-x,1,
3487,EDGE,add,"ny:900,3220:9,8",,"px:900,3220:9,8","px:900,3220:9,9",next-y,1,
3488,NODE,add,"px:900,3220:10,9",pixel,,,,0.49673202614379086,"170,153,57"
3489,EDGE,add,"nx:900,3220:9,9",,"px:900,3220:9,9","px:900,3220:10,9",next-x,1,
3490,EDGE,add,"ny:900,3220:10,8",,"px:900,3220:10,8","px:900,3220:10,9",next-y,1,
3491,NODE,add,"px:900,3220:11,9",pixel,,,,0.49411764705882355,"187,153,38"
3492,EDGE,add,"nx:900,3220:10,9",,"px:900,3220:10,9","px:900,3220:11,9",next-x,1,
3493,EDGE,add,"ny:900,3220:11,8",,"px:900,3220:11,8","px:900,3220:11,9",next-y,1,
3494,NODE,add,"px:900,3220:12,9",pixel,,,,0.49542483660130715,"204,153,22"
3495,EDGE,add,"nx:900,3220:11,9",,"px:900,3220:11,9","px:900,3220:12,9",next-x,1,
3496,EDGE,add,"ny:900,3220:12,8",,"px:900,3220:12,8","px:900,3220:12,9",next-y,1,
3497,NODE,add,"px:900,3220:13,9",pixel,,,,0.5032679738562091,"221,153,11"
3498,EDGE,add,"nx:900,3220:12,9",,"px:900,3220:12,9","px:900,3220:13,9",next-x,1,
3499,EDGE,add,"ny:900,3220:13,8",,"px:900,3220:13,8","px:900,3220:13,9",next-y,1,
3500,NODE,add,"px:900,3220:14,9",pixel,,,,0.5150326797385621,"238,153,3"
3501,EDGE,add,"nx:900,3220:13,9",,"px:900,3220:13,9","px:900,3220:14,9",next-x,1,
3502,EDGE,add,"ny:900,3220:14,8",,"px:900,3220:14,8","px:900,3220:14,9",next-y,1,
3503,NODE,add,"px:900,3220:15,9",pixel,,,,0.534640522875817,"255,153,1"
3504,EDGE,add,"nx:900,3220:14,9",,"px:900,3220:14,9","px:900,3220:15,9",next-x,1,
3505,EDGE,add,"ny:900,3220:15,8",,"px:900,3220:15,8","px:900,3220:15,9",next-y,1,
3506,NODE,add,"px:900,3220:0,10",pixel,,,,0.542483660130719,"0,170,245"
3507,EDGE,add,"ny:900,3220:0,9",,"px:900,3220:0,9","px:900,3220:0,10",next-y,1,
3508,NODE,add,"px:900,3220:1,10",pixel,,,,0.550326797385621,"17,170,234"
3509,EDGE,add,"nx:900,3220:0,10",,"px:900,3220:0,10","px:900,3220:1,10",next-x,1,
3510,EDGE,add,"ny:900,3220:1,9",,"px:900,3220:1,9","px:900,3220:1,10",next-y,1,
3511,NODE,add,"px:900,3220:2,10",pixel,,,,0.5516339869281045,"34,170,218"
3512,EDGE,add,"nx:900,3220:1,10",,"px:900,3220:1,10","px:900,3220:2,10",next-x,1,
3513,EDGE,add,"ny:900,3220:2,9",,"px:900,3220:2,9","px:900,3220:2,10",next-y,1,
3514,NODE,add,"px:900,3220:3,10",pixel,,,,0.5490196078431373,"51,170,199"
3515,EDGE,add,"nx:900,3220:2,10",,"px:900,3220:2,10","px:900,3220:3,10",next-x,1,
3516,EDGE,add,"ny:900,3220:3,9",,"px:900,3220:3,9","px:900,3220:3,10",next-y,1,
3517,NODE,add,"px:900,3220:4,10",pixel,,,,0.542483660130719,"68,170,177"
3518,EDGE,add,"nx:900,3220:3,10",,"px:900,3220:3,10","px:900,3220:4,10",next-x,1,
3519,EDGE,add,"ny:900,3220:4,9",,"px:900,3220:4,9","px:900,3220:4,10",next-y,1,
3520,NODE,add,"px:900,3220:5,10",pixel,,,,0.5333333333333333,"85,170,153"
3521,EDGE,add,"nx:900,3220:4,10",,"px:900,3220:4,10","px:900,3220:5,10",next-x,1,
3522,EDGE,add,"ny:900,3220:5,9",,"px:900,3220:5,9","px:900,3220:5,10",next-y,1,
3523,NODE,add,"px:900,3220:6,10",pixel,,,,0.5228758169934641,"102,170,128"
3524,EDGE,add,"nx:900,3220:5,10",,"px:900,3220:5,10","px:900,3220:6,10",next-x,1,
3525,EDGE,add,"ny:900,3220:6,9",,"px:900,3220:6,9","px:900,3220:6,10",next-y,1,
3526,NODE,add,"px:900,3220:7,10",pixel,,,,0.5124183006535947,"119,170,103"
3527,EDGE,add,"nx:900,3220:6,10",,"px:900,3220:6,10","px:900,3220:7,10",next-x,1,
3528,EDGE,add,"ny:900,3220:7,9",,"px:900,3220:7,9","px:900,3220:7,10",next-y,1,
3529,NODE,add,"px:900,3220:8,10",pixel,,,,0.5032679738562091,"136,170,79"
3530,EDGE,add,"nx:900,3220:7,10",,"px:900,3220:7,10","px:900,3220:8,10",next-x,1,
3531,EDGE,add,"ny:900,3220:8,9",,"px:900,3220:8,9","px:900,3220:8,10",next-y,1,
3532,NODE,add,"px:900,3220:9,10",pixel,,,,0.49673202614379086,"153,170,57"
3533,EDGE,add,"nx:900,3220:8,10",,"px:900,3220:8,10","px:900,3220:9,10",next-x,1,
3534,EDGE,add,"ny:900,3220:9,9",,"px:900,3220:9,9","px:900,3220:9,10",next-y,1,
3535,NODE,add,"px:900,3220:10,10",pixel,,,,0.49411764705882355,"170,170,38"
3536,EDGE,add,"nx:900,3220:9,10",,"px:900,3220:9,10","px:900,3220:10,10",next-x,1,
3537,EDGE,add,"ny:900,3220:10,9",,"px:900,3220:10,9","px:900,3220:10,10",next-y,1,
3538,NODE,add,"px:900,3220:11,10",pixel,,,,0.49542483660130715,"187,170,22"
3539,EDGE,add,"nx:900,3220:10,10",,"px:900,3220:10,10","px:900,3220:11,10",next-x,1,
3540,EDGE,add,"ny:900,3220:11,9",,"px:900,3220:11,9","px:900,3220:11,10",next-y,1,
3541,NODE,add,"px:900,3220:12,10",pixel,,,,0.5032679738562091,"204,170,11"
3542,EDGE,add,"nx:900,3220:11,10",,"px:900,3220:11,10","px:900,3220:12,10",next-x,1,
3543,EDGE,add,"ny:900,3220:12,9",,"px:900,3220:12,9","px:900,3220:12,10",next-y,1,
3544,NODE,add,"px:900,3220:13,10",pixel,,,,0.5150326797385621,"221,170,3"
3545,EDGE,add,"nx:900,3220:12,10",,"px:900,3220:12,10","px:900,3220:13,10",next-x,1,
3546,EDGE,add,"ny:900,3220:13,9",,"px:900,3220:13,9","px:900,3220:13,10",next-y,1,
3547,NODE,add,"px:900,3220:14,10",pixel,,,,0.534640522875817,"238,170,1"
